file,line,spaces,tabs,logical,previous,next,type,effect,sha256,classification
docs/sprints/SPR-018_P-018-01_P1-R17_VALIDATION_REPORT.md,83,2,0,`PUBLIC_API_IMPACT: NONE`,`READY_FOR_GIT_CONSOLIDATION: NO`,`BREAKING_CHANGE: NO`,md,removal changes Markdown hard break to a soft break,0aa06652e2985827512c0f6c5d4f0f92c49596ed8b964ed8fc2573329302f32e,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_P1-R17_VALIDATION_REPORT.md,84,2,0,`BREAKING_CHANGE: NO`,`PUBLIC_API_IMPACT: NONE`,`P_018_02_AUTHORIZED: NO`,md,removal changes Markdown hard break to a soft break,0aa06652e2985827512c0f6c5d4f0f92c49596ed8b964ed8fc2573329302f32e,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_P1-R17_ENV-002B_REPLAY_REPORT.md,3,2,0,**Date:** 2026-08-13,,**Operation:** ENV-002B — P1-R17 validation replay,md,removal changes Markdown hard break to a soft break,bd1d0568b3e4cfd41866b92ddd4552a84e53bef28e82531f80312c718eb16035,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_P1-R17_ENV-002B_REPLAY_REPORT.md,4,2,0,**Operation:** ENV-002B — P1-R17 validation replay,**Date:** 2026-08-13,**Outcome classification:** `VALIDATION_PROCEDURE_FAILURE`,md,removal changes Markdown hard break to a soft break,bd1d0568b3e4cfd41866b92ddd4552a84e53bef28e82531f80312c718eb16035,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_P1-R17_ENV-002B_REPLAY_REPORT.md,86,2,0,`PYTHON_3_13_VALIDATED: YES`,,`ENVIRONMENT_SMOKE: FAIL`,md,removal changes Markdown hard break to a soft break,bd1d0568b3e4cfd41866b92ddd4552a84e53bef28e82531f80312c718eb16035,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_P1-R17_ENV-002B_REPLAY_REPORT.md,87,2,0,`ENVIRONMENT_SMOKE: FAIL`,`PYTHON_3_13_VALIDATED: YES`,`DEDICATED_TESTS: NOT EXECUTED`,md,removal changes Markdown hard break to a soft break,bd1d0568b3e4cfd41866b92ddd4552a84e53bef28e82531f80312c718eb16035,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_P1-R17_ENV-002B_REPLAY_REPORT.md,88,2,0,`DEDICATED_TESTS: NOT EXECUTED`,`ENVIRONMENT_SMOKE: FAIL`,`FULL_REGRESSION: NOT EXECUTED`,md,removal changes Markdown hard break to a soft break,bd1d0568b3e4cfd41866b92ddd4552a84e53bef28e82531f80312c718eb16035,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_P1-R17_ENV-002B_REPLAY_REPORT.md,89,2,0,`FULL_REGRESSION: NOT EXECUTED`,`DEDICATED_TESTS: NOT EXECUTED`,`SDK_VERSION: NOT MECHANICALLY VALIDATED IN THE AUTHORIZED SEQUENCE`,md,removal changes Markdown hard break to a soft break,bd1d0568b3e4cfd41866b92ddd4552a84e53bef28e82531f80312c718eb16035,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_P1-R17_ENV-002B_REPLAY_REPORT.md,90,2,0,`SDK_VERSION: NOT MECHANICALLY VALIDATED IN THE AUTHORIZED SEQUENCE`,`FULL_REGRESSION: NOT EXECUTED`,`PUBLIC_API_COUNTS: NOT EXECUTED`,md,removal changes Markdown hard break to a soft break,bd1d0568b3e4cfd41866b92ddd4552a84e53bef28e82531f80312c718eb16035,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_P1-R17_ENV-002B_REPLAY_REPORT.md,91,2,0,`PUBLIC_API_COUNTS: NOT EXECUTED`,`SDK_VERSION: NOT MECHANICALLY VALIDATED IN THE AUTHORIZED SEQUENCE`,`PUBLIC_API_FINGERPRINT: NOT EXECUTED`,md,removal changes Markdown hard break to a soft break,bd1d0568b3e4cfd41866b92ddd4552a84e53bef28e82531f80312c718eb16035,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_P1-R17_ENV-002B_REPLAY_REPORT.md,92,2,0,`PUBLIC_API_FINGERPRINT: NOT EXECUTED`,`PUBLIC_API_COUNTS: NOT EXECUTED`,`WHEEL_BUILD: NOT EXECUTED`,md,removal changes Markdown hard break to a soft break,bd1d0568b3e4cfd41866b92ddd4552a84e53bef28e82531f80312c718eb16035,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_P1-R17_ENV-002B_REPLAY_REPORT.md,93,2,0,`WHEEL_BUILD: NOT EXECUTED`,`PUBLIC_API_FINGERPRINT: NOT EXECUTED`,`ISOLATED_WHEEL_REPLAY: NOT EXECUTED`,md,removal changes Markdown hard break to a soft break,bd1d0568b3e4cfd41866b92ddd4552a84e53bef28e82531f80312c718eb16035,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_P1-R17_ENV-002B_REPLAY_REPORT.md,94,2,0,`ISOLATED_WHEEL_REPLAY: NOT EXECUTED`,`WHEEL_BUILD: NOT EXECUTED`,`P1_R17_STATUS: FAILED`,md,removal changes Markdown hard break to a soft break,bd1d0568b3e4cfd41866b92ddd4552a84e53bef28e82531f80312c718eb16035,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_P1-R17_ENV-002B_REPLAY_REPORT.md,95,2,0,`P1_R17_STATUS: FAILED`,`ISOLATED_WHEEL_REPLAY: NOT EXECUTED`,`P_018_01_VALIDATION_STATUS: FAILED`,md,removal changes Markdown hard break to a soft break,bd1d0568b3e4cfd41866b92ddd4552a84e53bef28e82531f80312c718eb16035,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_P1-R17_ENV-002B_REPLAY_REPORT.md,96,2,0,`P_018_01_VALIDATION_STATUS: FAILED`,`P1_R17_STATUS: FAILED`,`READY_FOR_GIT_CONSOLIDATION: NO`,md,removal changes Markdown hard break to a soft break,bd1d0568b3e4cfd41866b92ddd4552a84e53bef28e82531f80312c718eb16035,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_P1-R17_ENV-002B_REPLAY_REPORT.md,97,2,0,`READY_FOR_GIT_CONSOLIDATION: NO`,`P_018_01_VALIDATION_STATUS: FAILED`,`PUBLIC_API_IMPACT: NONE DETECTED; CURRENT MECHANICAL CHECK NOT EXECUTED`,md,removal changes Markdown hard break to a soft break,bd1d0568b3e4cfd41866b92ddd4552a84e53bef28e82531f80312c718eb16035,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_P1-R17_ENV-002B_REPLAY_REPORT.md,98,2,0,`PUBLIC_API_IMPACT: NONE DETECTED; CURRENT MECHANICAL CHECK NOT EXECUTED`,`READY_FOR_GIT_CONSOLIDATION: NO`,`BREAKING_CHANGE: NO EVIDENCE; CURRENT MECHANICAL CHECK NOT EXECUTED`,md,removal changes Markdown hard break to a soft break,bd1d0568b3e4cfd41866b92ddd4552a84e53bef28e82531f80312c718eb16035,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_P1-R17_ENV-002B_REPLAY_REPORT.md,99,2,0,`BREAKING_CHANGE: NO EVIDENCE; CURRENT MECHANICAL CHECK NOT EXECUTED`,`PUBLIC_API_IMPACT: NONE DETECTED; CURRENT MECHANICAL CHECK NOT EXECUTED`,`P_018_02_AUTHORIZED: NO`,md,removal changes Markdown hard break to a soft break,bd1d0568b3e4cfd41866b92ddd4552a84e53bef28e82531f80312c718eb16035,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_P1-R17_ENV-002C_REPLAY_REPORT.md,3,2,0,**Date:** 2026-08-13,,**Operation:** ENV-002C — corrected P1-R17 validation replay,md,removal changes Markdown hard break to a soft break,ca33c2125edc4ad6ad5d08f59cd2260bc93258fdff9addfbdcb8bc04ea0f6dba,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_P1-R17_ENV-002C_REPLAY_REPORT.md,4,2,0,**Operation:** ENV-002C — corrected P1-R17 validation replay,**Date:** 2026-08-13,**Classification:** `ENVIRONMENT_FAILURE`,md,removal changes Markdown hard break to a soft break,ca33c2125edc4ad6ad5d08f59cd2260bc93258fdff9addfbdcb8bc04ea0f6dba,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_P1-R17_ENV-002C_REPLAY_REPORT.md,32,2,0,`PYTHON_3_13_VALIDATED: YES`,,`ENVIRONMENT_SMOKE: FAIL (cko.core import timeout)`,md,removal changes Markdown hard break to a soft break,ca33c2125edc4ad6ad5d08f59cd2260bc93258fdff9addfbdcb8bc04ea0f6dba,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_P1-R17_ENV-002C_REPLAY_REPORT.md,63,2,0,`PYTHON_3_13_VALIDATED: YES`,,`ENVIRONMENT_SMOKE: FAIL`,md,removal changes Markdown hard break to a soft break,ca33c2125edc4ad6ad5d08f59cd2260bc93258fdff9addfbdcb8bc04ea0f6dba,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_P1-R17_ENV-002C_REPLAY_REPORT.md,64,2,0,`ENVIRONMENT_SMOKE: FAIL`,`PYTHON_3_13_VALIDATED: YES`,`DEDICATED_TESTS: NOT EXECUTED`,md,removal changes Markdown hard break to a soft break,ca33c2125edc4ad6ad5d08f59cd2260bc93258fdff9addfbdcb8bc04ea0f6dba,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_P1-R17_ENV-002C_REPLAY_REPORT.md,65,2,0,`DEDICATED_TESTS: NOT EXECUTED`,`ENVIRONMENT_SMOKE: FAIL`,`FULL_REGRESSION: NOT EXECUTED`,md,removal changes Markdown hard break to a soft break,ca33c2125edc4ad6ad5d08f59cd2260bc93258fdff9addfbdcb8bc04ea0f6dba,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_P1-R17_ENV-002C_REPLAY_REPORT.md,66,2,0,`FULL_REGRESSION: NOT EXECUTED`,`DEDICATED_TESTS: NOT EXECUTED`,`SDK_VERSION: NOT MECHANICALLY VALIDATED IN ENV-002C`,md,removal changes Markdown hard break to a soft break,ca33c2125edc4ad6ad5d08f59cd2260bc93258fdff9addfbdcb8bc04ea0f6dba,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_P1-R17_ENV-002C_REPLAY_REPORT.md,67,2,0,`SDK_VERSION: NOT MECHANICALLY VALIDATED IN ENV-002C`,`FULL_REGRESSION: NOT EXECUTED`,`PUBLIC_API_COUNTS: NOT EXECUTED`,md,removal changes Markdown hard break to a soft break,ca33c2125edc4ad6ad5d08f59cd2260bc93258fdff9addfbdcb8bc04ea0f6dba,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_P1-R17_ENV-002C_REPLAY_REPORT.md,68,2,0,`PUBLIC_API_COUNTS: NOT EXECUTED`,`SDK_VERSION: NOT MECHANICALLY VALIDATED IN ENV-002C`,`PUBLIC_API_FINGERPRINT: NOT EXECUTED`,md,removal changes Markdown hard break to a soft break,ca33c2125edc4ad6ad5d08f59cd2260bc93258fdff9addfbdcb8bc04ea0f6dba,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_P1-R17_ENV-002C_REPLAY_REPORT.md,69,2,0,`PUBLIC_API_FINGERPRINT: NOT EXECUTED`,`PUBLIC_API_COUNTS: NOT EXECUTED`,`WHEEL_BUILD: NOT EXECUTED`,md,removal changes Markdown hard break to a soft break,ca33c2125edc4ad6ad5d08f59cd2260bc93258fdff9addfbdcb8bc04ea0f6dba,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_P1-R17_ENV-002C_REPLAY_REPORT.md,70,2,0,`WHEEL_BUILD: NOT EXECUTED`,`PUBLIC_API_FINGERPRINT: NOT EXECUTED`,`ISOLATED_WHEEL_REPLAY: NOT EXECUTED`,md,removal changes Markdown hard break to a soft break,ca33c2125edc4ad6ad5d08f59cd2260bc93258fdff9addfbdcb8bc04ea0f6dba,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_P1-R17_ENV-002C_REPLAY_REPORT.md,71,2,0,`ISOLATED_WHEEL_REPLAY: NOT EXECUTED`,`WHEEL_BUILD: NOT EXECUTED`,`P1_R17_STATUS: BLOCKED`,md,removal changes Markdown hard break to a soft break,ca33c2125edc4ad6ad5d08f59cd2260bc93258fdff9addfbdcb8bc04ea0f6dba,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_P1-R17_ENV-002C_REPLAY_REPORT.md,72,2,0,`P1_R17_STATUS: BLOCKED`,`ISOLATED_WHEEL_REPLAY: NOT EXECUTED`,`P_018_01_VALIDATION_STATUS: BLOCKED`,md,removal changes Markdown hard break to a soft break,ca33c2125edc4ad6ad5d08f59cd2260bc93258fdff9addfbdcb8bc04ea0f6dba,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_P1-R17_ENV-002C_REPLAY_REPORT.md,73,2,0,`P_018_01_VALIDATION_STATUS: BLOCKED`,`P1_R17_STATUS: BLOCKED`,`READY_FOR_GIT_CONSOLIDATION: NO`,md,removal changes Markdown hard break to a soft break,ca33c2125edc4ad6ad5d08f59cd2260bc93258fdff9addfbdcb8bc04ea0f6dba,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_P1-R17_ENV-002C_REPLAY_REPORT.md,74,2,0,`READY_FOR_GIT_CONSOLIDATION: NO`,`P_018_01_VALIDATION_STATUS: BLOCKED`,`PUBLIC_API_IMPACT: NONE DETECTED; CURRENT MECHANICAL CHECK NOT EXECUTED`,md,removal changes Markdown hard break to a soft break,ca33c2125edc4ad6ad5d08f59cd2260bc93258fdff9addfbdcb8bc04ea0f6dba,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_P1-R17_ENV-002C_REPLAY_REPORT.md,75,2,0,`PUBLIC_API_IMPACT: NONE DETECTED; CURRENT MECHANICAL CHECK NOT EXECUTED`,`READY_FOR_GIT_CONSOLIDATION: NO`,`BREAKING_CHANGE: NO EVIDENCE; CURRENT MECHANICAL CHECK NOT EXECUTED`,md,removal changes Markdown hard break to a soft break,ca33c2125edc4ad6ad5d08f59cd2260bc93258fdff9addfbdcb8bc04ea0f6dba,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_P1-R17_ENV-002C_REPLAY_REPORT.md,76,2,0,`BREAKING_CHANGE: NO EVIDENCE; CURRENT MECHANICAL CHECK NOT EXECUTED`,`PUBLIC_API_IMPACT: NONE DETECTED; CURRENT MECHANICAL CHECK NOT EXECUTED`,`P_018_02_AUTHORIZED: NO`,md,removal changes Markdown hard break to a soft break,ca33c2125edc4ad6ad5d08f59cd2260bc93258fdff9addfbdcb8bc04ea0f6dba,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_DIAG-001_CKO_CORE_IMPORT_REPORT.md,3,2,0,**Data:** 2026-08-13,,**Operação:** DIAG-001 — diagnóstico controlado do import de `cko.core` sob CPython 3.13,md,removal changes Markdown hard break to a soft break,49625c5f83f1024aca1f454797806c8957f320172006148da8af9cbe298906e8,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_DIAG-001_CKO_CORE_IMPORT_REPORT.md,4,2,0,**Operação:** DIAG-001 — diagnóstico controlado do import de `cko.core` sob CPython 3.13,**Data:** 2026-08-13,**Veredito:** `DIAG-001 COMPLETE — P1-R17 REPLAY CAN BE REAUTHORIZED`,md,removal changes Markdown hard break to a soft break,49625c5f83f1024aca1f454797806c8957f320172006148da8af9cbe298906e8,MARKDOWN_INTENTIONAL_HARD_BREAK
